freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.776e+02,1.391e+01,1.029e+01,7.018e+02
1.6,4.400e+02,7.876e+01,4.090e+01,5.597e+02
3.1,9.456e+01,9.908e+01,5.559e+01,2.492e+02
4.7,4.074e+02,9.664e+01,5.867e+01,5.627e+02
6.2,1.117e+03,8.217e+01,5.190e+01,1.251e+03
7.8,1.736e+03,8.928e+01,5.257e+01,1.878e+03
9.3,2.467e+03,8.555e+01,5.287e+01,2.606e+03
10.9,3.367e+03,8.752e+01,4.716e+01,3.502e+03
12.4,4.549e+03,9.163e+01,5.113e+01,4.691e+03
14.0,5.946e+03,8.375e+01,5.009e+01,6.080e+03
15.5,7.563e+03,9.223e+01,5.513e+01,7.710e+03
17.1,8.414e+03,1.026e+02,6.699e+01,8.584e+03
18.6,9.407e+03,9.594e+01,6.588e+01,9.569e+03
20.2,9.661e+03,1.001e+02,5.595e+01,9.817e+03
21.7,1.010e+04,1.272e+02,4.968e+01,1.028e+04
23.3,1.246e+04,1.393e+02,5.097e+01,1.265e+04
24.8,1.580e+04,1.509e+02,6.022e+01,1.601e+04
26.4,1.900e+04,1.485e+02,7.530e+01,1.922e+04
27.9,2.220e+04,1.570e+02,7.641e+01,2.243e+04
29.5,2.562e+04,1.691e+02,8.048e+01,2.587e+04
31.1,2.735e+04,1.397e+02,7.973e+01,2.757e+04
32.6,2.910e+04,1.173e+02,7.595e+01,2.929e+04
34.2,3.207e+04,1.068e+02,8.160e+01,3.226e+04
35.7,3.544e+04,1.125e+02,8.557e+01,3.564e+04
37.3,3.920e+04,1.167e+02,8.531e+01,3.940e+04
38.8,4.287e+04,1.171e+02,9.266e+01,4.308e+04
40.4,4.666e+04,1.310e+02,1.094e+02,4.690e+04
41.9,5.179e+04,1.174e+02,1.298e+02,5.203e+04
43.5,5.740e+04,1.039e+02,1.520e+02,5.766e+04
45.0,6.307e+04,9.471e+01,1.929e+02,6.336e+04
46.6,7.167e+04,9.066e+01,2.825e+02,7.204e+04
48.1,7.927e+04,1.065e+02,3.001e+02,7.968e+04
49.7,8.437e+04,1.142e+02,2.315e+02,8.472e+04
51.2,9.120e+04,1.060e+02,2.290e+02,9.154e+04
52.8,1.030e+05,1.031e+02,2.496e+02,1.034e+05
54.3,1.155e+05,1.157e+02,2.529e+02,1.159e+05
55.9,1.312e+05,1.149e+02,2.849e+02,1.316e+05
57.4,1.421e+05,1.232e+02,4.069e+02,1.426e+05
59.0,1.537e+05,1.243e+02,7.358e+02,1.545e+05
60.5,1.681e+05,1.511e+02,1.675e+03,1.699e+05
62.1,1.869e+05,2.063e+02,5.217e+03,1.924e+05
63.7,1.995e+05,4.398e+02,1.458e+04,2.145e+05
65.2,2.314e+05,5.877e+02,1.715e+04,2.492e+05
66.8,2.787e+05,3.993e+02,8.070e+03,2.872e+05
68.3,3.084e+05,2.727e+02,3.515e+03,3.121e+05
69.9,3.543e+05,2.361e+02,2.824e+03,3.573e+05
71.4,4.235e+05,2.610e+02,2.769e+03,4.265e+05
73.0,5.182e+05,2.925e+02,2.760e+03,5.213e+05
74.5,6.329e+05,3.662e+02,2.892e+03,6.362e+05
76.1,7.814e+05,4.190e+02,2.930e+03,7.847e+05
77.6,9.990e+05,5.754e+02,3.177e+03,1.003e+06
79.2,1.260e+06,8.395e+02,3.758e+03,1.265e+06
80.7,1.481e+06,1.026e+03,4.120e+03,1.487e+06
82.3,1.616e+06,1.051e+03,4.118e+03,1.621e+06
83.8,1.913e+06,1.099e+03,4.381e+03,1.919e+06
85.4,2.526e+06,1.352e+03,5.244e+03,2.532e+06
86.9,3.409e+06,1.567e+03,6.863e+03,3.418e+06
